id,carat,price,cut,cut_nom,clarity,clarity_nom,color,color_nom,diamond_shape,ring_setting,ring_metal,metal_quality,merchant_title,ring_title,ring_description,prod_name_raw,mrch_id,product_url,image_url,image_url2,image_url3,votes,merchant_type
35,0.51,7050,Ideal Cut,5,VS2,3,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-platinum/7050-7050/0.5-1.1/E/VS2,VS1,VVS2,VVS1,IF",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_2.png,49,0
36,0.81,11600,Ideal Cut,5,VS2,3,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-platinum/11600-11600/0.5-1.1/E/VS2,VS1,VVS2,VVS1,IF",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_2.png,31,0
37,0.9,13700,Ideal Cut,5,VS2,3,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-platinum/13700-13700/0.5-1.1/E/VS2,VS1,VVS2,VVS1,IF",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_2.png,97,0
38,0.9,13700,Ideal Cut,5,VS2,3,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-platinum/13700-13700/0.5-1.1/E/VS2,VS1,VVS2,VVS1,IF",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4139400_2.png,57,0
39,0.51,4500,Ideal Cut,5,VS2,3,H,3,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/4500-4500/0.5-0.56/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,66,0
40,0.56,4800,Ideal Cut,5,VS2,3,H,3,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/4800-4800/0.5-0.56/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,88,0
41,0.5,4950,Ideal Cut,5,VS2,3,G,4,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/4950-4950/0.5-0.56/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,72,0
42,0.52,5100,Ideal Cut,5,VS2,3,G,4,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/5100-5100/0.5-0.56/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,65,0
43,0.55,5500,Ideal Cut,5,VVS2,5,H,3,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/5500-5500/0.5-0.56/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,74,0
44,0.6,5600,Ideal Cut,5,VS2,3,H,3,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/5600-5600/0.5-0.65/H/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,72,0
45,0.52,5600,Ideal Cut,5,VS1,4,G,4,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/5600-5600/0.5-0.65/G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,15,0
46,0.5,5850,Ideal Cut,5,VVS2,5,G,4,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/5850-5850/0.5-0.65/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,11,0
47,0.65,5900,Ideal Cut,5,VS2,3,H,3,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/5900-5900/0.5-0.65/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,69,0
48,0.54,6200,Ideal Cut,5,VVS2,5,G,4,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/6200-6200/0.5-0.65/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,29,0
49,0.63,6400,Ideal Cut,5,VS1,4,H,3,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/6400-6400/0.5-0.65/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,54,0
50,0.64,6600,Ideal Cut,5,VS2,3,G,4,ROUND,SOLITAIRE,GOLD,GOLD,Cartier,SOLITAIRE 1895,"This solitaire has been a Cartier classic since 1895The elegance of the lines is unique, the refined and open setting allows the light of the diamond to flow freely.","SOLITAIRE 1895Platinum, diamonds",4,"http://www.cartier.us/navigation/bridal_exclusiveservice_esfy_module/solitaire-1895-yellow-gold/6600-6600/0.5-0.72/H,G/VS2,VS1,VVS2",http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_1.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_0.png,http://www.cartier.us/sites/all/modules/cartier/cartier_common/cartier_navigation_esfy/theme/images/thumbnails/350x350/N4136400_2.png,81,0
51,1,8100,Ideal Cut,5,SI1,2,G,4,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Greenwich Jewelers,GREENWICH CEREMONY COLLECTION 1.00 TWT DIAMOND ENGAGEMENT RING,"This classically designed engagement ring features a round, brilliant diamond on a slightly tapered band Crafted from recycled white gold with a conflict-free diamond, this ring is the sustainable choice for a modern couple.",GREENWICH CEREMONY COLLECTION 1.00 TWT DIAMOND ENGAGEMENT RING,5,http://www.greenwichjewelers.com/shop/category/engagement-rings/engagement-rings-complete/products/greenwich-ceremony-collection-100-twt-diamond-engagement-ring,http://greenwich.blob.core.windows.net/media/images/5d50bed2b7524c06bfcf1422c3f7342f-800x800.png,http://greenwich.blob.core.windows.net/media/images/5142f4868d0246a58d787f089d7ea64a-800x800.png,http://greenwich.blob.core.windows.net/media/images/9f979489191e45c4a3f5c45271ed99ad-800x800.png,77,0
52,0.9,7975,Ideal Cut,5,VS1,4,G,4,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Greenwich Jewelers,DANHOV ROUND BRILLIANT DIAMOND ENGAGEMENT RING,"Classically gorgeous with a streamlined, modern design, this engagement ring features a remarkable, round brilliant diamond and pave diamond details on the underside of the basket.",DANHOV ROUND BRILLIANT DIAMOND ENGAGEMENT RING,5,http://www.greenwichjewelers.com/shop/category/engagement-rings/engagement-rings-complete/products/danhov-round-brilliant-diamond-engagement-ring,http://greenwich.blob.core.windows.net/media/images/c9343787c59140e1ba0cce4d0e1a03e7-1000x1000.png,http://greenwich.blob.core.windows.net/media/images/a40a0320629a4761bca75b21eb38df8e-1000x1000.png,http://greenwich.blob.core.windows.net/media/images/8dc45b839d5e4e20bd2c6d07d4fc1c53-1000x1000.png,45,0
53,0.7,3950,Ideal Cut,5,SI2,1,F,5,ROUND,SOLITAIRE,GOLD,GOLD,Greenwich Jewelers,MEGAN THORNE DIAMOND ENGAGEMENT RING WITH SCALLOPED BEZEL,"Handcrafted from satin finish yellow gold, this ring features a round, brilliant diamond set into a luxuriously detailed bezel.",MEGAN THORNE DIAMOND ENGAGEMENT RING WITH SCALLOPED BEZEL,5,http://www.greenwichjewelers.com/shop/category/engagement-rings/engagement-rings-complete/products/megan-thorne-diamond-engagement-ring-with-scalloped-bezel,http://greenwich.blob.core.windows.net/media/images/1b55c6a7182f470e968d5008ce4b143b-1000x1000.png,http://greenwich.blob.core.windows.net/media/images/90cee55ce8b64403abc1a871df40026b-1000x1000.png,http://greenwich.blob.core.windows.net/media/images/5b3604b785c244aa845d2dddb8d4fe4f-1000x1000.png,13,0
54,0.8,4550,Ideal Cut,5,SI2,1,G,4,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Greenwich Jewelers,GREENWICH CEREMONY COLLECTION 0.80 TWT ROUND DIAMOND ENGAGEMENT RING,"All focus is on the beauty of the center diamond in this solitaire engagement ring Made with recycled white gold and a conflict-free diamond, this classic choice is perfect for the eco-conscious woman.",GREENWICH CEREMONY COLLECTION 0.80 TWT ROUND DIAMOND ENGAGEMENT RING,5,http://www.greenwichjewelers.com/shop/category/engagement-rings/engagement-rings-complete/products/ceremony-collection-080-twt-round-diamond-engagement-ring,http://greenwich.blob.core.windows.net/media/images/abf38c8e44b54ab39cf65413ff3c2d99-800x800.png,http://greenwich.blob.core.windows.net/media/images/050cbe724fc94fefbbee408bf42cf56d-800x800.png,http://greenwich.blob.core.windows.net/media/images/ac177c3828324b78b50c261f81c600c5-800x800.png,13,0
55,0.91,7775,Ideal Cut,5,SI1,2,G,4,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Greenwich Jewelers,DANHOV ROUND BRILLIANT SOLITAIRE DIAMOND ENGAGEMENT RING,"All focus is on the brilliant center diamond in this enchanting ring, featuring a modernly crafted, streamlined white gold band.",DANHOV ROUND BRILLIANT SOLITAIRE DIAMOND ENGAGEMENT RING,5,http://www.greenwichjewelers.com/shop/category/engagement-rings/engagement-rings-complete/products/danhov-round-brilliant-solitaire-diamond-engagement-ring,http://greenwich.blob.core.windows.net/media/images/f0f88c68c8994d8bab5e21c17e7b855a-800x800.png,http://greenwich.blob.core.windows.net/media/images/e39ec523615d43ecafe934c7f1133b40-800x800.png,,13,0
